audio_path,label,type,generator,source_name
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000003.flac,0,speech,-,ATADD_T2_Train_000003.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000004.flac,0,speech,-,ATADD_T2_Train_000004.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000006.flac,0,speech,-,ATADD_T2_Train_000006.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000008.flac,0,speech,-,ATADD_T2_Train_000008.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000009.flac,0,speech,-,ATADD_T2_Train_000009.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000011.flac,0,speech,-,ATADD_T2_Train_000011.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000014.flac,0,speech,-,ATADD_T2_Train_000014.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000017.flac,0,speech,-,ATADD_T2_Train_000017.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000018.flac,0,speech,-,ATADD_T2_Train_000018.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000021.flac,0,speech,-,ATADD_T2_Train_000021.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000022.flac,0,speech,-,ATADD_T2_Train_000022.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000024.flac,0,speech,-,ATADD_T2_Train_000024.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000025.flac,0,speech,-,ATADD_T2_Train_000025.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000030.flac,0,speech,-,ATADD_T2_Train_000030.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000031.flac,0,speech,-,ATADD_T2_Train_000031.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000034.flac,0,speech,-,ATADD_T2_Train_000034.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000036.flac,0,speech,-,ATADD_T2_Train_000036.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000037.flac,0,speech,-,ATADD_T2_Train_000037.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000038.flac,0,speech,-,ATADD_T2_Train_000038.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000040.flac,0,speech,-,ATADD_T2_Train_000040.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000041.flac,0,speech,-,ATADD_T2_Train_000041.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000048.flac,0,speech,-,ATADD_T2_Train_000048.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000049.flac,0,speech,-,ATADD_T2_Train_000049.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000052.flac,0,speech,-,ATADD_T2_Train_000052.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000053.flac,0,speech,-,ATADD_T2_Train_000053.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000057.flac,0,speech,-,ATADD_T2_Train_000057.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000061.flac,0,speech,-,ATADD_T2_Train_000061.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000062.flac,0,speech,-,ATADD_T2_Train_000062.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000063.flac,0,speech,-,ATADD_T2_Train_000063.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000066.flac,0,speech,-,ATADD_T2_Train_000066.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000067.flac,0,speech,-,ATADD_T2_Train_000067.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000068.flac,0,speech,-,ATADD_T2_Train_000068.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000069.flac,0,speech,-,ATADD_T2_Train_000069.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000070.flac,0,speech,-,ATADD_T2_Train_000070.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000071.flac,0,speech,-,ATADD_T2_Train_000071.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000072.flac,0,speech,-,ATADD_T2_Train_000072.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000074.flac,0,speech,-,ATADD_T2_Train_000074.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000075.flac,0,speech,-,ATADD_T2_Train_000075.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000079.flac,0,speech,-,ATADD_T2_Train_000079.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000081.flac,0,speech,-,ATADD_T2_Train_000081.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000082.flac,0,speech,-,ATADD_T2_Train_000082.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000084.flac,0,speech,-,ATADD_T2_Train_000084.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000085.flac,0,speech,-,ATADD_T2_Train_000085.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000092.flac,0,speech,-,ATADD_T2_Train_000092.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000094.flac,0,speech,-,ATADD_T2_Train_000094.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000097.flac,0,speech,-,ATADD_T2_Train_000097.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000098.flac,0,speech,-,ATADD_T2_Train_000098.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000099.flac,0,speech,-,ATADD_T2_Train_000099.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000106.flac,0,speech,-,ATADD_T2_Train_000106.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000109.flac,0,speech,-,ATADD_T2_Train_000109.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000112.flac,0,speech,-,ATADD_T2_Train_000112.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000113.flac,0,speech,-,ATADD_T2_Train_000113.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000116.flac,0,speech,-,ATADD_T2_Train_000116.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000122.flac,0,speech,-,ATADD_T2_Train_000122.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000126.flac,0,speech,-,ATADD_T2_Train_000126.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000127.flac,0,speech,-,ATADD_T2_Train_000127.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000129.flac,0,speech,-,ATADD_T2_Train_000129.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000130.flac,0,speech,-,ATADD_T2_Train_000130.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000131.flac,0,speech,-,ATADD_T2_Train_000131.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000132.flac,0,speech,-,ATADD_T2_Train_000132.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000133.flac,0,speech,-,ATADD_T2_Train_000133.flac
/root/atadd_track2_subset_v3/train/ATADD_T2_Train_000137.flac,0,speech,-,ATADD_T2_Train_000137.flac
