audio_path,label,type,generator,source_name
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000012.flac,0,speech,-,ATADD_T2_Train_000012.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000021.flac,0,speech,-,ATADD_T2_Train_000021.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000030.flac,0,speech,-,ATADD_T2_Train_000030.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000063.flac,0,speech,-,ATADD_T2_Train_000063.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000121.flac,0,speech,-,ATADD_T2_Train_000121.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000139.flac,0,speech,-,ATADD_T2_Train_000139.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000146.flac,0,speech,-,ATADD_T2_Train_000146.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000187.flac,0,speech,-,ATADD_T2_Train_000187.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000203.flac,0,speech,-,ATADD_T2_Train_000203.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000327.flac,0,speech,-,ATADD_T2_Train_000327.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000329.flac,0,speech,-,ATADD_T2_Train_000329.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000332.flac,0,speech,-,ATADD_T2_Train_000332.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000360.flac,0,speech,-,ATADD_T2_Train_000360.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000418.flac,0,speech,-,ATADD_T2_Train_000418.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000422.flac,0,speech,-,ATADD_T2_Train_000422.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000428.flac,0,speech,-,ATADD_T2_Train_000428.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000450.flac,0,speech,-,ATADD_T2_Train_000450.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000463.flac,0,speech,-,ATADD_T2_Train_000463.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000475.flac,0,speech,-,ATADD_T2_Train_000475.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000481.flac,0,speech,-,ATADD_T2_Train_000481.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000501.flac,0,speech,-,ATADD_T2_Train_000501.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000508.flac,0,speech,-,ATADD_T2_Train_000508.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000531.flac,0,speech,-,ATADD_T2_Train_000531.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000542.flac,0,speech,-,ATADD_T2_Train_000542.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000548.flac,0,speech,-,ATADD_T2_Train_000548.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000569.flac,0,speech,-,ATADD_T2_Train_000569.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000579.flac,0,speech,-,ATADD_T2_Train_000579.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000614.flac,0,speech,-,ATADD_T2_Train_000614.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000622.flac,0,speech,-,ATADD_T2_Train_000622.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000636.flac,0,speech,-,ATADD_T2_Train_000636.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000700.flac,0,speech,-,ATADD_T2_Train_000700.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000732.flac,0,speech,-,ATADD_T2_Train_000732.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000789.flac,0,speech,-,ATADD_T2_Train_000789.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000808.flac,0,speech,-,ATADD_T2_Train_000808.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000814.flac,0,speech,-,ATADD_T2_Train_000814.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000829.flac,0,speech,-,ATADD_T2_Train_000829.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000878.flac,0,speech,-,ATADD_T2_Train_000878.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000880.flac,0,speech,-,ATADD_T2_Train_000880.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000886.flac,0,speech,-,ATADD_T2_Train_000886.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000894.flac,0,speech,-,ATADD_T2_Train_000894.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000917.flac,0,speech,-,ATADD_T2_Train_000917.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000921.flac,0,speech,-,ATADD_T2_Train_000921.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000931.flac,0,speech,-,ATADD_T2_Train_000931.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000945.flac,0,speech,-,ATADD_T2_Train_000945.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000960.flac,0,speech,-,ATADD_T2_Train_000960.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_000976.flac,0,speech,-,ATADD_T2_Train_000976.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001000.flac,0,speech,-,ATADD_T2_Train_001000.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001010.flac,0,speech,-,ATADD_T2_Train_001010.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001046.flac,0,speech,-,ATADD_T2_Train_001046.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001076.flac,0,speech,-,ATADD_T2_Train_001076.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001098.flac,0,speech,-,ATADD_T2_Train_001098.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001111.flac,0,speech,-,ATADD_T2_Train_001111.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001167.flac,0,speech,-,ATADD_T2_Train_001167.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001189.flac,0,speech,-,ATADD_T2_Train_001189.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001208.flac,0,speech,-,ATADD_T2_Train_001208.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001216.flac,0,speech,-,ATADD_T2_Train_001216.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001229.flac,0,speech,-,ATADD_T2_Train_001229.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001275.flac,0,speech,-,ATADD_T2_Train_001275.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001284.flac,0,speech,-,ATADD_T2_Train_001284.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001294.flac,0,speech,-,ATADD_T2_Train_001294.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001343.flac,0,speech,-,ATADD_T2_Train_001343.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001405.flac,0,speech,-,ATADD_T2_Train_001405.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001426.flac,0,speech,-,ATADD_T2_Train_001426.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001436.flac,0,speech,-,ATADD_T2_Train_001436.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001454.flac,0,speech,-,ATADD_T2_Train_001454.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001463.flac,0,speech,-,ATADD_T2_Train_001463.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001464.flac,0,speech,-,ATADD_T2_Train_001464.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001479.flac,0,speech,-,ATADD_T2_Train_001479.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001481.flac,0,speech,-,ATADD_T2_Train_001481.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001494.flac,0,speech,-,ATADD_T2_Train_001494.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001526.flac,0,speech,-,ATADD_T2_Train_001526.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001572.flac,0,speech,-,ATADD_T2_Train_001572.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001585.flac,0,speech,-,ATADD_T2_Train_001585.flac
/root/atadd_track2_subset_v1/train/ATADD_T2_Train_001590.flac,0,speech,-,ATADD_T2_Train_001590.flac
