audio_path,label,type,generator,source_name
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000005.flac,0,speech,-,ATADD_T2_Train_000005.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000006.flac,0,speech,-,ATADD_T2_Train_000006.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000009.flac,0,speech,-,ATADD_T2_Train_000009.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000012.flac,0,speech,-,ATADD_T2_Train_000012.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000014.flac,0,speech,-,ATADD_T2_Train_000014.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000027.flac,0,speech,-,ATADD_T2_Train_000027.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000029.flac,0,speech,-,ATADD_T2_Train_000029.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000039.flac,0,speech,-,ATADD_T2_Train_000039.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000044.flac,0,speech,-,ATADD_T2_Train_000044.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000053.flac,0,speech,-,ATADD_T2_Train_000053.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000055.flac,0,speech,-,ATADD_T2_Train_000055.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000077.flac,0,speech,-,ATADD_T2_Train_000077.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000082.flac,0,speech,-,ATADD_T2_Train_000082.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000083.flac,0,speech,-,ATADD_T2_Train_000083.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000092.flac,0,speech,-,ATADD_T2_Train_000092.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000093.flac,0,speech,-,ATADD_T2_Train_000093.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000105.flac,0,speech,-,ATADD_T2_Train_000105.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000107.flac,0,speech,-,ATADD_T2_Train_000107.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000112.flac,0,speech,-,ATADD_T2_Train_000112.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000113.flac,0,speech,-,ATADD_T2_Train_000113.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000114.flac,0,speech,-,ATADD_T2_Train_000114.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000119.flac,0,speech,-,ATADD_T2_Train_000119.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000128.flac,0,speech,-,ATADD_T2_Train_000128.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000130.flac,0,speech,-,ATADD_T2_Train_000130.flac
/root/atadd_track2_subset_v2/train/ATADD_T2_Train_000140.flac,0,speech,-,ATADD_T2_Train_000140.flac
